ort;location;lat;lon
Lippstadt;Lippstadt, Kreis Soest, Nordrhein-Westfalen, Deutschland;51.6747074;8.347194
Warszaw;;;
Sŏul T'ŭkpyŏlsi;;;
Dourdan;Dourdan, Étampes, Essonne, Île-de-France, France métropolitaine, 91410, France;48.5288442;2.0153689
Gdanśk;Gdańsk, powiat gdański, województwo pomorskie, Polska;54.36143405;18.62821847557274
Rödermark;Rödermark, Landkreis Offenbach, Hessen, 63322, Deutschland;49.9798913;8.8088274
Calbe;Calbe, Calbe (Saale), Salzlandkreis, Sachsen-Anhalt, 39240, Deutschland;51.9034006;11.7761208
Großschirma;Großschirma, Mittelsachsen, Sachsen, 09603, Deutschland;50.9664763;13.2784375
[Kraków];Kraków, powiat wielicki, województwo małopolskie, Polska;50.0469432;19.997153435836697
Bruxelles ;Bruxelles / Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien;50.8436709;4.3674366933879565
[Montreuil];;;
Caesaraug;;;
Málaga;Málaga, Málaga-Costa del Sol, Málaga, Andalucía, España;36.7213028;-4.4216366
Oeiras;Oeiras, Lisboa, Portugal;38.7124971;-9.271300382407272
[Visby];;;
[Stockholm;Stockholm, Stockholms kommun, Stockholms län, 111 29, Sverige;59.3251172;18.0710935
Travagliato-Brescia;Travagliato, Brescia, Lombardia, 25039, Italia;45.5239055;10.0797833
Leipzig, Josephinenstr. 33;33, Josephinenstraße, Reudnitz, Reudnitz-Thonberg, Südost, Leipzig, Sachsen, 04317, Deutschland;51.330846;12.399108279988262
Montreuil [u.a.];Résidence Alsace, Rue de la Pierre Trouée, La Voute de Boulogne, Étaples, Montreuil, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62630, France;50.5217095;1.6438709373504792
Kobenhavn;København, Københavns Kommune, Region Hovedstaden, 1357, Danmark;55.6867243;12.5700724
Helsingborg;Helsingborg, Helsingborgs kommun, Skåne län, 252 68, Sverige;56.0441984;12.7040684
St.Gallen;St. Gallen, Wahlkreis St. Gallen, Sankt Gallen, Schweiz/Suisse/Svizzera/Svizra;47.4250593;9.3765878
Garches;Garches, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92380, France;48.8437486;2.1853699
Hildeshemii;;;
[Borsdorf];;;
Houndmills, Basingstoke, Hampshire;Houndmills, Basingstoke, Hampshire, South East England, England, RG21 6AB, United Kingdom;51.2705967;-1.1021205
[Hellerup];;;
Mössingen-Talheim;Talheim, Mössingen, Verwaltungsgemeinschaft Mössingen, Landkreis Tübingen, Baden-Württemberg, 72116, Deutschland;48.3829381;9.1048194
Leipzig, [Scharnhorststr. 5];5, Scharnhorststraße, Südvorstadt, Süd, Leipzig, Sachsen, 04275, Deutschland;51.319875249999996;12.369903473175182
Altea;Altea, la Marina Baixa, Alacant / Alicante, Comunitat Valenciana, España;38.6028245;-0.0472059
Sagunto;Sagunt / Sagunto, el Camp de Morvedre, València / Valencia, Comunitat Valenciana, España;39.6792916;-0.2786451
Rauris;Rauris, Bezirk Zell am See, Salzburg, 5661, Österreich;47.2286279;12.9941152
Torún;Toruń, powiat toruński, województwo kujawsko-pomorskie, Polska;53.0145361;18.596583144651557
Woburn, Mass.;Woburn, Middlesex County, Massachusetts, United States;42.4792618;-71.1522766
Ditzingen (Stuttgart);Stuttgart-Feuerbach, A 81, Ditzingen, Landkreis Ludwigsburg, Baden-Württemberg, 71254, Deutschland;48.8211124;9.077073
Sagan;İshakuşağı Mahallesi, Çeltik, Konya, İç Anadolu Bölgesi, Türkiye;38.947357;31.945549
Crefeld [i.e. Krefeld];;;
Tavagnacco (Udine);Roggia Udine, Molin Nuovo, Cavalicco, Tavagnacco, UTI del Friuli Centrale, Friuli-Venezia Giulia, 33100, Italia;46.1002738;13.2390447
Zoetermeer;Zoetermeer, Zuid-Holland, Nederland;52.06228915;4.487754536970652
Ostheim/Rhön;Rhön, NES 12, Urspringen, Oberelsbach, Ostheim vor der Rhön (VGem), Landkreis Rhön-Grabfeld, Bayern, 97656, Deutschland;50.4690931;10.0953931
Zürich, Switzerland;Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.3744489;8.5410422
Farmington Hills, Mich.;Farmington Hills, Oakland County, Michigan, United States;42.4853125;-83.3771553
Hamburg ;Hamburg, 20095, Deutschland;53.550341;10.000654
Oakville, Conn.;Oakville, Watertown, Litchfield County, Connecticut, 06779, United States;41.589782;-73.07858882598426
Merzig;Merzig, Landkreis Merzig-Wadern, Saarland, 66663, Deutschland;49.4427023;6.6374902
Newcastle upon Tyne;Newcastle upon Tyne, Tyne and Wear, North East England, England, United Kingdom;54.9738474;-1.6131572
[Méolans-Revel];Méolans-Revel, Barcelonnette, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04340, France;44.4018679;6.510811
Bronxville, NY;Bronxville, Town of Eastchester, Westchester County, New York, 10708, United States;40.9381544;-73.8320784
Honnef;Honnef, Selhof, Bad Honnef, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53604, Deutschland;50.650140699999994;7.251300716574899
Wurzen;Wurzen, Landkreis Leipzig, Sachsen, Deutschland;51.3709574;12.7410574
Oftersheim;Oftersheim, Rhein-Neckar-Kreis, Baden-Württemberg, Deutschland;49.3695728;8.5829567
Cahla;;;
[Ludorf];;;
Breitenbrunn, Hauptstr. 156;156, Hauptstraße, Breitenbrunn, Breitenbrunn/Erzgebirge, Erzgebirgskreis, Sachsen, 08359, Deutschland;50.4748218;12.767695561915156
Munderkingen;Munderkingen, Verwaltungsgemeinschaft Munderkingen, Alb-Donau-Kreis, Baden-Württemberg, 89597, Deutschland;48.2358225;9.6441788
Zürich ;Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.3744489;8.5410422
Kamnik;Kamnik, Upravna Enota Kamnik, Slovenija;46.2257358;14.6118936
[Oviedo];;;
[Leicester];;;
[Radebeul] ;;;
Rahden;Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland;52.4333;8.61667
Garbagnate Milanese (MI);Garbagnate Milanese, Milano, Lombardia, 20024, Italia;45.5771451;9.0800251
Nymburk;Nymburk, okres Nymburk, Střední Čechy, Česko;50.186331;15.0417306
Vercelli;Vercelli, Piemonte, Italia;45.55538265;8.346283678327271
Busloup;Busloup, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41160, France;47.8938209;1.1310847
Atlanta, Ga.;The Gate, Johnson Road, Rockdale, Simsville, Atlanta, Fulton County, Georgia, 30318, United States;33.7849591;-84.442163
[Valencia];;;
Barcelona [u.a.];A, Can Puigdemir, Vallgorguina, Vallès Oriental, Barcelona, Catalunya, 08470, España;41.653342249999994;2.507649577472158
South Mebourne, Victoria Australia;;;
Albany, North Shore;Albany, Willoughby Road, Crows Nest Junction, Crows Nest, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2065, Australia;-33.8232716;151.2011194
Prahran, Victoria;Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia;-37.852879;145.0060381806452
Carmarthen;Carmarthen, Sir Gaerfyrddin / Carmarthenshire, Cymru / Wales, SA31 1RT, United Kingdom;51.8591257;-4.3115907
[Melbourne];;;
Halberstadt;Halberstadt, Landkreis Harz, Sachsen-Anhalt, Deutschland;51.8953514;11.0520563
South Melbourne, Victoria Australia;South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia;-37.8334603;144.9570188
[Glebe, N.S.W.];The Glebe, Castle Carrock, Carlisle, Cumbria, North West England, England, CA8 9LX, United Kingdom;54.8907865;-2.7165632
Fitzroy Vic.;Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia;-37.8009095;144.97915697950845
Carlton, Vic.;Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia;-37.800143500000004;144.9692678048653
Melbourne, Australia;Melbourne, City of Melbourne, Victoria, Australia;-37.8142176;144.9631608
South Melbourne, Vic.;South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia;-37.8334603;144.9570188
Crawley, Western Australia;Crawley, City of Perth, Western Australia, Australia;-31.9786452;115.8172143
Pymble, Sydney, NSW ;Pymble, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2073, Australia;-33.7450185;151.1424708
Lindfield, NSW;Lindfield, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2070, Australia;-33.7802907;151.1595848
Gand;Gent, Oost-Vlaanderen, Vlaanderen, België / Belgique / Belgien;51.0538286;3.7250121
Gent, Belgium;Gent, Oost-Vlaanderen, Vlaanderen, België / Belgique / Belgien;51.0538286;3.7250121
Ghent, Belgium;Gent, Oost-Vlaanderen, Vlaanderen, België / Belgique / Belgien;51.0538286;3.7250121
Aalst;Aalst, Oost-Vlaanderen, Vlaanderen, België / Belgique / Belgien;50.9383226;4.0392147
Asse;Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1730, België / Belgique / Belgien;50.913594;4.1804375072844895
Leiupzig;;;
Zürich-Altstetten;Zürich Altstetten, Altstetterplatz, Werdwies, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra;47.3913167;8.4893332
Benz;Benz, Usedom-Süd, Vorpommern-Greifswald, Mecklenburg-Vorpommern, Deutschland;53.9404498;14.0729189
Jefferson, NC;Jefferson, Ashe County, North Carolina, United States;36.420403;-81.4734376
Krauchenwies, [Gremlichstr. 13];13, Gremlichstraße, Krauchenwies, Gemeindeverwaltungsverband Sigmaringen, Landkreis Sigmaringen, Baden-Württemberg, 72505, Deutschland;48.0123325;9.24995611795341
Hartenstein i.E.;Hartenstein, Zwickau, Sachsen, 08118, Deutschland;50.6618358;12.6712469
Weinstadt;Weinstadt, Rems-Murr-Kreis, Baden-Württemberg, 71384, Deutschland;48.8085568;9.3774813
[Cuxhaven];;;
Lubljana;;;
Schiedam;Schiedam, Zuid-Holland, Nederland;51.9300454;4.386451052615731
Ettingen, Im Guntengarten 23;23, Im Guntengarten, Ettingen, Bezirk Arlesheim, Basel-Landschaft, 4107, Schweiz/Suisse/Svizzera/Svizra;47.4845983;7.552664117138837
Dallenwil;Dallenwil, Nidwalden, 6383, Schweiz/Suisse/Svizzera/Svizra;46.933072;8.3911486
[Flörsheim, Hauptstraße 39];39, Hauptstraße, Flörsheim, Main-Taunus-Kreis, Hessen, 65439, Deutschland;50.0116435;8.4269635
Moers;Moers, Kreis Wesel, Nordrhein-Westfalen, Deutschland;51.451283;6.62843
[Raʿananah];;;
Tavarnuzze;Tavarnuzze, Impruneta, Firenze, Toscana, 50023, Italia;43.7101682;11.2188647
Bocholt;Bocholt, Kreis Borken, Nordrhein-Westfalen, Deutschland;51.8382715;6.6148669
Bredevoort;Bredevoort, Aalten, Gelderland, Nederland;51.9428237;6.6186748
New Brunswick, NJ;New Brunswick, Middlesex County, New Jersey, United States;40.4862174;-74.4518173
[Woez];;;
Schwalmtal;Schwalmtal, Kreis Viersen, Nordrhein-Westfalen, 41366, Deutschland;51.22727;6.270687
Eisleben;Lutherstadt Eisleben, Mansfeld-Südharz, Sachsen-Anhalt, 06295, Deutschland;51.5283282;11.5465911
Flörsheim am Main;Main, Falkenberg (Keramag), Flörsheim, Main-Taunus-Kreis, Hessen, 65439, Deutschland;50.00410025;8.420670246072962
Regensburg, Hoppestr. 10;10, Hoppestraße, Georgenhof, Kumpfmühl, Regensburg, Bayern, 93049, Deutschland;49.014838850000004;12.083183700000001
Heiligenhaus;Heiligenhaus, Kreis Mettmann, Nordrhein-Westfalen, 42579, Deutschland;51.32658;6.9710401
Reims;Reims, Marne, Grand Est, France métropolitaine, 51100, France;49.2577886;4.031926
Reimes;Reimes Acker, Lind, Dülken, Viersen, Kreis Viersen, Nordrhein-Westfalen, 41751, Deutschland;51.2650615;6.3159462
Manchester, Vt.;Manchester, Bennington County, Vermont, United States;43.164121;-73.072815
[Gernsheim, Riedstraße 28];Riedstraße, Gernsheim, Kreis Groß-Gerau, Hessen, 64579, Deutschland;49.7528111;8.4850254
Gernsheim, [Riedstraße 28];Gernsheim, Kreis Groß-Gerau, Hessen, 64579, Deutschland;49.7505186;8.4861853
[Bonn;Bonn, Nordrhein-Westfalen, Deutschland;50.735851;7.10066
Keszthely;Keszthely, Keszthelyi járás, Zala megye, Nyugat-Dunántúl, Dunántúl, Magyarország;46.7675081;17.2462801
Schlatt/Schweiz;Schlatt, Leuggern, Full-Reuenthal, Bezirk Zurzach, Aargau, 5315, Schweiz/Suisse/Svizzera/Svizra;47.5650807;8.2138135
Hohen Neuedorf;Burgruine Hohenburg, Haagweg, Allersburg, Hohenfels, Landkreis Neumarkt in der Oberpfalz, Bayern, Deutschland;49.29086165;11.793656721875001
Gransee;Gransee, Gransee und Gemeinden, Oberhavel, Brandenburg, Deutschland;53.0072783;13.1588685
Hagen-Berchum;Berchum, Hohenlimburg, Hagen, Nordrhein-Westfalen, 58093, Deutschland;51.3863769;7.5381948
[Japan];;;
Leipzig-Wahren;Leipzig-Wahren, Travniker Straße, Wahren, Nordwest, Leipzig, Sachsen, 04159, Deutschland;51.3806371;12.3216603
North Shore, N.Z.;North Shore, Totara Vale, Kaipātiki, Auckland, 0629, New Zealand / Aotearoa;-36.7661188;174.7232992
A Paris;A Paris, Auterive, Auch, Gers, Occitanie, France métropolitaine, 32550, France;43.5868853;0.6407952
[Riva];;;
New Haven, Conn. [u.a.];New Haven, New Haven County, Connecticut, United States;41.298434349999994;-72.93102342707913
Stalden;Stalden, Muotathal, Schwyz, 6436, Schweiz/Suisse/Svizzera/Svizra;46.9770588;8.7837299
Neu Kaliss;Neu Kaliß, Dömitz-Malliß, Ludwigslust-Parchim, Mecklenburg-Vorpommern, Deutschland;53.1780275;11.2920494
Gyomaendród;Gyomaendrőd, Gyomaendrődi járás, Békés megye, Dél-Alföld, Alföld és Észak, Magyarország;46.9358032;20.8260916
North Sydney;North Sydney, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2060, Australia;-33.8354519;151.2083011
Dreieich bei Frankfurt, M.;Dreieichstraße, Sachsenhausen, Sachsenhausen Nord, Süd, Frankfurt am Main, Hessen, 60594, Deutschland;50.1029632;8.690701
Eßlingen bei Stuttgart;Messe Stuttgart, L 1192, Hofstetten, Echterdingen, Leinfelden-Echterdingen, Landkreis Esslingen, Baden-Württemberg, 70771, Deutschland;48.6940668;9.187265657476061
[Podgorica];;;
[Kuusankoski];;;
Travagliato (Brescia);Travagliato, Brescia, Lombardia, 25039, Italia;45.5239055;10.0797833
Büchenbach;Buchenbach, GVV Dreisamtal, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79256, Deutschland;47.9607582;8.0092808
 København;København, Københavns Kommune, Region Hovedstaden, 1357, Danmark;55.6867243;12.5700724
[Regensburg];;;
Fallersleben;Fallersleben, Wolfsburg, Niedersachsen, 38442, Deutschland;52.4190578;10.7187346
[Schöneiche b. Berlin];Schöneiche, Schöneiche bei Berlin, Oder-Spree, Brandenburg, Deutschland;52.4800491;13.6959278
Taos, NM;Taos, Taos County, New Mexico, 87571, United States;36.4072377;-105.5732847
Wietze;Wietze, Landkreis Celle, Niedersachsen, 29323, Deutschland;52.6554553;9.8344009
Markt Murnau;Murnau am Staffelsee, Landkreis Garmisch-Partenkirchen, Bayern, 82418, Deutschland;47.6778816;11.2011903
[Westerham];;;
Leipzig, Etkar-André-Str. 4;4, Etkar-André-Straße, Gohlis, Gohlis-Mitte, Nord, Leipzig, Sachsen, 04157, Deutschland;51.36495615;12.374206671769064
 [S.l.] @;S & L, Lyonal Drive, Eaton Park, Polk County, Florida, 33803, United States;28.0105702;-81.90803759937342
Markleeberg;Marklee Island, Vermilion Parish, Louisiana, United States;29.8502081;-92.0659577
[Niddatal];;;
Terschelling;Terschelling, Fryslân, Nederland;53.3339055;5.351490875699594
Tuebingen;Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland;48.5236164;9.0535531
[Taipei];;;
Stuttgart [i.e. Leinfelden-Echterdingen];Besucherterrasse Flughafen Stuttgart, Echterdingen, Leinfelden-Echterdingen, Landkreis Esslingen, Baden-Württemberg, 70629, Deutschland;48.6898074;9.194446851287537
Stadtroda, Steinweg 30;30, Steinweg, Hainbücht, Stadtroda, Saale-Holzland-Kreis, Thüringen, 07646, Deutschland;50.856027499999996;11.726166920716791
Horsens;Horsens, Horsens Kommune, 8700, Danmark;55.8611696;9.8444774
[Gransee];;;
Humlebaek;Humlebæk, Fredensborg Kommune, Region Hovedstaden, 3050, Danmark;55.9618789;12.5305462
Gauting, [Römerstr. 8a] ;Römerstraße, Gauting, Landkreis Starnberg, Bayern, 82131, Deutschland;48.0744088;11.3630421
Xianggang;项岗, 滁州市 / Chuzhou, 安徽省, 龙虬庄文化;32.4744399;117.5346991
Allendale, Mich.;Allendale, Allendale Charter Township, Ottawa County, Michigan, 49401, United States;42.9903205;-85.95296849268018
Chestertown, Md.;Chestertown, Kent County, Maryland, 21620, United States;39.2089986;-76.0666126
Limassol;Λεμεσός, Δήμος Λεμεσού, Λεμεσός, Κύπρος, 3085, Κύπρος - Kıbrıs;34.6852901;33.0332657
Levkōsia;;;
Zhongguo;中国;35.000074;104.999927
[Hong Kong];;;
Changchun-Shi;长春市, 吉林省, 130000, 龙虬庄文化;43.8130735;125.3171216
 Tōkyō;東京都, 日本;35.6828387;139.7594549
Nanchang;南昌市, 江西省, 龙虬庄文化;28.687547;115.8540042
Nanjing-Shi;南京市, 江苏省, 龙虬庄文化;32.0609736;118.7916458
Changchun;长春市, 吉林省, 130000, 龙虬庄文化;43.8130735;125.3171216
Xi'an-Shi;仙市镇, 沿滩区, 自贡市, 四川省, 龙虬庄文化;29.3362975;104.8786064
Changsha;长沙市, 岳麓区, 长沙市, 湖南省, 410006, 龙虬庄文化;28.2302056;112.9335861
Bei-jing;北京市, 东城区, 北京市, 100010, 龙虬庄文化;39.906217;116.3912757
İzmir;İzmir, Konak, İzmir, Ege Bölgesi, 35180, Türkiye;38.4147331;27.1434119
Ithaca, N.Y.;Ithaca, Ithaca Town, Tompkins County, New York, United States;42.4396039;-76.4968019
Rochester, N.Y.;Rochester, Monroe County, New York, United States;43.157285;-77.615214
Tel-Aviv;תל אביב-יפו, נפת תל אביב, מחוז תל אביב, ישראל;32.0852997;34.7818064
[Thame];;;
Saint-Louis, Mo.;St. Louis, City of Saint Louis, Madison County, Illinois, United States;38.6529545;-90.24111656024635
[Tel-Aviv];תל אביב-יפו, נפת תל אביב, מחוז תל אביב, ישראל;32.0852997;34.7818064
[Kallmünz];Kallmünz, Kallmünz (VGem), Landkreis Regensburg, Bayern, 93183, Deutschland;49.1609183;11.9565809
[Reval];;;
Cantabrigiae;The Cantabrigia, 1010, Massachusetts Avenue, Central Square, Cambridgeport, Cambridge, Middlesex County, Massachusetts, 02138, United States;42.369210300000006;-71.11181301912
Frankfurt, M. ;M, Ellis Road, Flughafen, Süd, Frankfurt am Main, Hessen, 60549, Deutschland;50.0444151;8.5960226
Vitry-sur-Seine;Vitry-sur-Seine, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94400, France;48.7876;2.39164
Teheran;شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, ایران;35.6892523;51.3896004
Lissendorf;Lissendorf, Gerolstein, Landkreis Vulkaneifel, Rheinland-Pfalz, 54587, Deutschland;50.3170383;6.6105683
Philadelphia, Pa. ;Philadelphia, Philadelphia County, Pennsylvania, United States;39.9527237;-75.1635262
Kyōto;京都市, 京都府, 日本;35.021041;135.7556075
Sapporo;札幌市, 石狩振興局, 北海道, 日本;43.061936;141.3542924
Toyama;富山市, 富山県, 日本;36.6957569;137.2136215
Victoria, BC;Victoria, Capital Regional District, British Columbia, Canada;48.4283182;-123.3649533
Vancouver, BC;Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, Canada;49.2608724;-123.1139529
Jolicure, New Brunswick, Canada;Jolicure, Westmorland Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada;45.9404598;-64.2078714
Saint-Lambert (Québec) Canada;Saint-Lambert, Longueuil (agglomeration), Montérégie, Québec, Canada;45.5016203;-73.5102981
Kentville, Nova Scotia;Kentville, Town of Kentville, Kings County, Nova Scotia, B4N 4S4, Canada;45.0784875;-64.495212
[Waldorf];;;
[Viganello];;;
La Jolla, Calif.;La Jolla, San Diego, San Diego County, California, 92037, United States;32.83259;-117.2716839
Ranshofen/Osternberg;Osternberg, Braunau-Neustadt, Osternberg, Braunau am Inn, Bezirk Braunau am Inn, Oberösterreich, 5280, Österreich;48.2425006;13.0247304
Königsbrunn;Königsbrunn, Landkreis Augsburg, Bayern, 86343, Deutschland;48.2679546;10.8883816
Lʹvìv;Львів, Львівська міська громада, Львівський район, Львівська область, Україна;49.841952;24.0315921
Katelbogen;Katelbogen, Baumgarten, Bützow-Land, Landkreis Rostock, Mecklenburg-Vorpommern, 18249, Deutschland;53.8430132;11.8666706
Saskatoon, Saskatchewan;Saskatoon, Saskatchewan, Canada;52.131802;-106.660767
Oetwil am See/Zürich;Oetwil am See, Bezirk Meilen, Zürich, 8618, Schweiz/Suisse/Svizzera/Svizra;47.2703459;8.721657
Montréal (Québec);Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada;45.4972159;-73.6103642
Petersham;Petersham, London Borough of Richmond upon Thames, London, Greater London, England, TW10 7ED, United Kingdom;51.4436913;-0.3052934
Chang chun;长春市, 吉林省, 130000, 龙虬庄文化;43.8130735;125.3171216
Bogotá D. C.;Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia;4.6533326;-74.083652
Höfen;Hoffen, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67250, France;48.9258996;7.9429127
Alpnach Dorf;Alpnach Dorf, Bahnhofplatz, Alpnach, Obwalden, 6055, Schweiz/Suisse/Svizzera/Svizra;46.9406316;8.2753793
Hauneck;Hauneck, Landkreis Hersfeld-Rotenburg, Hessen, 36282, Deutschland;50.8216109;9.7282255
[Baar];;;
Middelburgi;;;
Bristol, Conn.;Bristol, Hartford County, Connecticut, United States;41.6735209;-72.9464859
Rosshaupten;Roßhaupten, Roßhaupten (VGem), Landkreis Ostallgäu, Bayern, 87672, Deutschland;47.6548133;10.7180643
Meldorf;Meldorf, Mitteldithmarschen, Dithmarschen, Schleswig-Holstein, 25704, Deutschland;54.08988;9.070633
Paderborn, Deutschland;Paderborn, Kreis Paderborn, Nordrhein-Westfalen, Deutschland;51.71895955;8.764869778177559
Cincinnati, Ohio;Cincinnati, Hamilton County, Ohio, United States;39.1014537;-84.5124602
New Castle, DE, USA;New Castle, New Castle County, Delaware, 19720, United States;39.6620572;-75.5663132
Houten, Netherlands;Houten, Utrecht, Nederland;52.03061555;5.161216639426677
Athens, Greece;Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς;37.9839412;23.7283052
Bremen, Germany;Bremen, Deutschland;53.0758196;8.8071646
[Tihrān];Bashkia Tiranë, Qarku i Tiranës, Shqipëria qendrore, Shqipëria;41.3279485;19.8185512
 Højbjerg;Højbjerg, Aarhus, Aarhus Kommune, Region Midtjylland, 8270, Danmark;56.1136618;10.1903165
Ottersberg;Ottersberg, Landkreis Verden, Niedersachsen, 28870, Deutschland;53.111094;9.14217
Gmund am Tegernsee;Gmund, Landkreis Miesbach, Bayern, 83703, Deutschland;47.7504331;11.7385694
[[Steinhagen];;;
Flörsbachtal;Flörsbachtal, Main-Kinzig-Kreis, Hessen, 63639, Deutschland;50.1208;9.4375
[Lindlar];;;
[Rheinbach];;;
[Konstanz];;;
[Fredrikshavn];;;
Salonique;Salonique, Plouhinec, Lorient, Morbihan, Bretagne, France métropolitaine, 56680, France;47.6916697;-3.2331258
Ymēttu;;;
Boston., Mass.;Boston, Suffolk County, Massachusetts, United States;42.3602534;-71.0582912
Machern OT Plagwitz;;;
[Machern OT Plagwitz];;;
Senftenberg;Senftenberg, Oberspreewald-Lausitz, Brandenburg, Deutschland;51.5191742;14.0046541
Harlow {[u.a.];Harlow, Essex, East of England, England, United Kingdom;51.7676194;0.0974893
[Bielefeld] ;;;
[Melun];;;
[Ivery-sur Seine];;;
Overloon;Overloon, Boxmeer, Noord-Brabant, Nederland;51.5704912;5.9472793
[Gammelby b. Eckernförde];Gammelby, Schlei-Ostsee, Rendsburg-Eckernförde, Schleswig-Holstein, Deutschland;54.5003596;9.794136
[Satteldorf];;;
Lich;Lich, Landkreis Gießen, Hessen, 35423, Deutschland;50.5201683;8.8165535
Borsdorf;Borsdorf, Landkreis Leipzig, Sachsen, 04451, Deutschland;51.3472715;12.540308
Ahrensfelde OT Blumberg;Docemus Campus Blumberg, 7a, Schloßstraße, Schloßparksiedlung, Blumberg, Ahrensfelde, Barnim, Brandenburg, 16356, Deutschland;52.602663199999995;13.622032437153017
Yangzhou-shi;扬州市, 江苏省, 龙虬庄文化;32.3969935;119.4077008
Liepāja;Liepāja, Kurzeme, Latvija;56.5048435;21.0070903
Seelze;Seelze, Region Hannover, Niedersachsen, Deutschland;52.3964639;9.594287
[Vilnius] ;;;
Wellington, N.Z.;Z, Kapiti Road, Paraparaumu, Kapiti Coast District, Wellington, 5032, New Zealand / Aotearoa;-40.9065997;174.9974642850159
Newton, Auckland;Newton, Auckland, Waitematā, Auckland, 101, New Zealand / Aotearoa;-36.8625986;174.7604753
Maastricht Limburg;Maastricht, Limburg, Nederland, 6211CS, Nederland;50.8512438;5.6909768
Washington DC;Washington, District of Columbia, United States;38.8950368;-77.0365427
Woodbridge, Conn.;Woodbridge, New Haven County, Connecticut, United States;41.352597;-73.0084385
[Bozen];;;
Pułtusk;Pułtusk, gmina Pułtusk, powiat pułtuski, województwo mazowieckie, 06-100, Polska;52.7051109;21.0840274
Gdánsk;Gdańsk, powiat gdański, województwo pomorskie, Polska;54.36143405;18.62821847557274
Alfragide;Alfragide, Amadora, Lisboa, Portugal;38.73366745;-9.216004474419574
Lisboa ;Lisboa, Portugal;38.7077507;-9.1365919
Thessalonikē;Θεσσαλονίκη, Δημοτική Ενότητα Θεσαλονίκης, Δήμος Θεσσαλονίκης, Περιφερειακή Ενότητα Θεσσαλονίκης, Περιφέρεια Κεντρικής Μακεδονίας, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, 54626, Ελλάς;40.6403167;22.9352716
Hohenwarsleben;Hohenwarsleben, Hohe Börde, Börde, Sachsen-Anhalt, Deutschland;52.1715806;11.512391478173285
Narashino;習志野市, 千葉県, 日本;35.670572;140.018956
[Lidingö];Lidingö kommun, Stockholms län, Sverige;59.3669445;18.1820897
[Heilbronn];;;
Lubecae;Lübeck, Markt, Innenstadt, Lübeck, Schleswig-Holstein, 23552, Deutschland;53.866444;10.684738
Strullendorf;Strullendorf, Landkreis Bamberg, Bayern, 96129, Deutschland;49.8439391;10.9700482
Rohrdorf;Rohrdorf, Landkreis Rosenheim, Bayern, 83101, Deutschland;47.7990707;12.1675812
Modra;Modra nad Cirochou, okres Humenné, Prešovský kraj, Východné Slovensko, Slovensko;48.9450527;22.0425486
Trenčin;Trenčín, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 91250, Slovensko;48.8923583;18.0393715
Liptovský Mikuláš;Liptovský Mikuláš, okres Liptovský Mikuláš, Žilinský kraj, Stredné Slovensko, Slovensko;49.0832482;19.6164972
[Tokio];;;
